Buy Signals:
Date,Close
2020-06-30,10058.76953125
2020-07-01,10154.6298828125
2020-07-02,10207.6298828125
2020-07-28,10402.08984375
2020-07-29,10542.9404296875
2020-07-30,10587.8095703125
2020-07-31,10745.26953125
2020-08-03,10902.7998046875
2020-08-04,10941.169921875
2020-10-01,11326.509765625
2020-10-02,11075.01953125
2020-10-05,11332.490234375
2020-10-06,11154.599609375
2021-01-12,13072.4296875
2021-01-13,13128.9501953125
2021-01-14,13112.6396484375
2021-01-15,12998.5
2021-01-19,13197.1796875
2021-03-19,13215.240234375
2021-03-26,13138.73046875
2021-03-29,13059.650390625
2021-03-31,13246.8701171875
2021-04-01,13480.1103515625
2021-04-06,13698.3798828125
2021-04-29,14082.5498046875
2021-07-21,14631.9501953125
2021-07-22,14684.599609375
2021-07-23,14836.990234375
2021-07-27,14660.580078125
2021-07-28,14762.580078125
2021-07-29,14778.259765625
2021-07-30,14672.6796875
2021-08-02,14681.0703125
2021-08-03,14761.2900390625
2021-08-04,14780.5302734375
2021-08-16,14793.759765625
2021-08-17,14656.1796875
2021-08-18,14525.91015625
2021-08-19,14541.7900390625
2021-08-20,14714.66015625
2021-08-23,14942.650390625
2021-08-24,15019.7998046875
2021-08-25,15041.8603515625
2021-08-26,14945.8095703125
2021-11-29,15782.830078125
2021-12-15,15565.580078125
2021-12-16,15180.4296875
2021-12-17,15169.6796875
2021-12-21,15341.08984375
2021-12-22,15521.8896484375
2021-12-23,15653.3701171875
2021-12-27,15871.259765625
2021-12-28,15781.7197265625
2023-03-16,11717.2802734375
2023-03-17,11630.509765625
2023-03-20,11675.5400390625
2023-03-21,11860.1103515625
2023-03-22,11669.9599609375
2023-03-23,11787.400390625
2023-03-24,11823.9599609375
2023-04-13,12166.26953125
2023-04-14,12123.4697265625
2023-04-17,12157.7197265625
2023-04-18,12153.41015625
2023-04-19,12157.23046875
2023-04-20,12059.5595703125
2023-04-21,12072.4599609375
2023-04-24,12037.2001953125
2023-04-25,11799.16015625
2023-04-27,12142.240234375
2023-04-28,12226.580078125
2023-05-01,12212.599609375
2023-05-02,12080.509765625
2023-05-08,12256.919921875
2023-05-09,12179.5498046875
2023-05-10,12306.4404296875
2023-05-11,12328.509765625
2023-05-12,12284.740234375
2023-07-12,13918.9599609375
2023-12-12,14533.400390625
2024-03-06,16031.5400390625
2024-03-07,16273.3798828125
2024-03-12,16265.6396484375
2024-03-13,16177.76953125
2024-03-14,16128.5302734375
2024-03-20,16369.41015625
2024-03-22,16428.8203125
2024-03-25,16384.470703125
2024-04-02,16240.4501953125
2024-04-03,16277.4599609375
2024-04-09,16306.6396484375
2024-04-10,16170.3603515625
2024-04-11,16442.19921875
2024-04-12,16175.08984375
2024-04-15,15885.01953125

Sell Signals:
Date,Close
2022-01-05,15100.169921875
2022-02-24,13473.58984375
2022-10-17,10675.7998046875
2022-10-18,10772.400390625
2022-10-19,10680.509765625
2022-10-20,10614.83984375
2022-10-21,10859.7197265625
2022-11-02,10524.7998046875
2022-11-03,10342.9404296875
2022-11-04,10475.25
2022-11-07,10564.51953125
2022-11-08,10616.2001953125
2022-11-09,10353.169921875
2022-11-10,11114.150390625
2022-12-09,11004.6201171875
2022-12-13,11256.8095703125
2022-12-14,11170.8896484375
2022-12-15,10810.5302734375
2022-12-16,10705.41015625
2023-10-24,13139.8701171875
