Buy Signals:
Date,Close
2020-07-03,6157.2998046875
2020-07-06,6285.89990234375
2020-07-07,6189.89990234375
2020-07-14,6179.7998046875
2020-07-15,6292.7001953125
2020-07-16,6250.7001953125
2020-07-17,6290.2998046875
2020-07-20,6261.5
2020-07-21,6269.7001953125
2020-07-22,6207.10009765625
2020-08-13,6185.60009765625
2020-08-14,6090.0
2020-08-17,6127.39990234375
2020-08-18,6076.60009765625
2020-08-19,6112.0
2020-08-24,6104.7001953125
2020-09-15,6105.5
2021-01-06,6841.89990234375
2021-01-07,6857.0
2021-03-03,6675.5
2021-03-04,6650.89990234375
2021-03-05,6630.5
2021-03-08,6719.10009765625
2021-03-09,6730.2998046875
2021-03-10,6725.60009765625
2021-03-11,6737.0
2021-03-12,6761.5
2021-03-15,6749.7001953125
2021-03-16,6803.60009765625
2021-03-22,6726.10009765625
2021-03-23,6699.2001953125
2021-03-24,6712.89990234375
2021-03-25,6674.7998046875
2021-03-26,6740.60009765625
2021-03-29,6736.2001953125
2021-03-30,6772.10009765625
2021-03-31,6713.60009765625
2021-04-01,6737.2998046875
2021-04-06,6823.60009765625
2021-04-07,6885.2998046875
2021-04-08,6942.2001953125
2021-05-06,7076.2001953125
2021-05-07,7129.7001953125
2021-05-11,6948.0
2021-05-12,7004.60009765625
2021-05-13,6963.2998046875
2021-05-14,7043.60009765625
2021-05-17,7032.89990234375
2021-05-18,7034.2001953125
2021-05-19,6950.2001953125
2021-05-20,7019.7998046875
2021-05-21,7018.10009765625
2021-05-24,7051.60009765625
2021-05-25,7029.7998046875
2021-05-26,7026.89990234375
2021-05-27,7019.7001953125
2021-06-04,7069.0
2021-06-07,7077.2001953125
2021-06-08,7095.10009765625
2021-06-09,7081.0
2021-06-10,7088.2001953125
2021-06-11,7134.10009765625
2021-06-14,7146.7001953125
2021-06-15,7172.5
2021-06-25,7136.10009765625
2021-07-07,7151.0
2021-07-08,7030.7001953125
2021-07-09,7121.89990234375
2021-07-12,7125.39990234375
2021-07-13,7124.7001953125
2021-07-14,7091.2001953125
2021-08-02,7081.7001953125
2021-08-19,7058.89990234375
2021-08-20,7087.89990234375
2021-08-23,7109.0
2021-08-24,7125.7998046875
2021-08-25,7150.10009765625
2021-08-26,7125.0
2021-08-27,7148.0
2021-08-31,7119.7001953125
2021-09-01,7149.7998046875
2021-09-02,7163.89990234375
2021-09-03,7138.39990234375
2021-09-06,7187.2001953125
2021-09-07,7149.39990234375
2021-09-08,7095.5
2021-10-11,7146.89990234375
2021-10-12,7130.2001953125
2021-10-13,7141.7998046875
2021-11-05,7304.0
2021-11-08,7300.39990234375
2021-11-09,7274.0
2021-11-10,7340.2001953125
2021-11-11,7384.2001953125
2021-11-12,7347.89990234375
2021-11-15,7351.89990234375
2021-11-16,7327.0
2022-01-27,7554.2998046875
2022-01-28,7466.10009765625
2022-01-31,7464.39990234375
2022-02-01,7535.7998046875
2022-02-02,7583.0
2022-02-10,7672.39990234375
2022-02-14,7531.60009765625
2022-02-15,7608.89990234375
2022-02-21,7484.2998046875
2022-02-22,7494.2001953125
2022-04-13,7580.7998046875
2022-04-14,7616.39990234375
2022-04-19,7601.2998046875
2022-04-20,7629.2001953125
2022-04-21,7628.0
2022-04-22,7521.7001953125
2022-05-23,7513.39990234375
2022-05-24,7484.39990234375
2022-05-25,7522.7998046875
2022-08-23,7488.10009765625
2022-08-24,7471.5
2022-08-25,7479.7001953125
2023-01-04,7585.2001953125
2023-01-05,7633.5
2023-02-03,7901.7998046875
2023-02-06,7836.7001953125
2023-02-07,7864.7001953125
2023-02-08,7885.2001953125
2023-02-09,7911.2001953125
2023-02-10,7882.5
2023-02-13,7947.60009765625
2023-03-02,7944.0
2023-03-03,7947.10009765625
2023-03-06,7929.7998046875
2023-03-07,7919.5
2023-03-08,7929.89990234375
2023-03-09,7880.0
2023-11-17,7504.2998046875
2023-11-20,7496.39990234375
2023-12-01,7529.39990234375
2023-12-04,7513.0
2023-12-06,7515.39990234375
2023-12-07,7513.7001953125
2023-12-08,7554.5
2023-12-11,7544.89990234375
2023-12-12,7542.7998046875
2023-12-13,7548.39990234375
2023-12-14,7649.0
2024-02-19,7728.5
2024-02-20,7719.2001953125
2024-02-22,7684.5
2024-02-23,7706.2998046875
2024-03-08,7659.7001953125
2024-03-11,7669.2001953125
2024-03-12,7747.7998046875
2024-03-13,7772.2001953125
2024-03-14,7743.2001953125
2024-04-19,7895.89990234375
2024-04-22,8023.89990234375
2024-04-23,8044.7998046875
2024-04-24,8040.39990234375
2024-04-25,8078.89990234375
2024-04-26,8139.7998046875

Sell Signals:
Date,Close
2020-07-09,6049.60009765625
2020-08-20,6013.2998046875
2020-08-21,6001.89990234375
2020-08-25,6037.0
2020-08-27,6000.0
2020-08-28,5963.60009765625
2020-09-01,5862.10009765625
2020-09-02,5941.0
2020-09-10,6003.2998046875
2020-09-14,6026.2998046875
2020-09-21,5804.2998046875
2020-09-22,5829.5
2020-09-23,5899.2998046875
2020-09-24,5822.7998046875
2020-09-25,5842.7001953125
2020-09-28,5927.89990234375
2020-09-29,5897.5
2020-09-30,5866.10009765625
2020-10-15,5832.5
2020-10-16,5919.60009765625
2020-10-19,5884.7001953125
2020-10-20,5889.2001953125
2020-10-21,5776.5
2020-10-22,5785.7001953125
2020-10-23,5860.2998046875
2020-10-26,5792.0
2021-07-19,6844.39990234375
2021-09-09,7024.2001953125
2021-09-10,7029.2001953125
2021-09-13,7068.39990234375
2021-09-14,7034.10009765625
2021-09-15,7016.5
2021-10-01,7027.10009765625
2021-10-04,7011.0
2021-10-05,7077.10009765625
2021-10-06,6995.89990234375
2021-10-07,7078.0
2022-02-24,7207.0
2022-03-01,7330.2001953125
2022-03-03,7238.89990234375
2022-07-06,7107.7998046875
2022-07-07,7189.10009765625
2022-07-08,7196.2001953125
2022-08-30,7361.60009765625
2022-09-22,7159.5
2022-10-17,6920.2001953125
2022-10-18,6936.7001953125
2022-10-19,6925.0
2022-10-20,6943.89990234375
2023-05-24,7627.10009765625
2023-06-22,7502.0
2023-06-28,7500.5
2023-10-19,7499.5
2023-10-20,7402.10009765625
