type,price,quantity,date,balance,profit,Metric,Value
short,6076.7001953125,0.32912599531284725,2020-06-11,98000.0,0.0,,
full_exit,6176.2001953125,0.32912599531284725,2020-07-13,100032.74803653362,32.748036533623235,,
long,6179.7998046875,0.3237410634585826,2020-07-14,98032.09307580296,0.0,,
full_exit,6185.60009765625,0.3237410634585826,2020-08-13,100034.6258295477,1.8777930140786339,,
long,6090.0,0.32852093868488574,2020-08-14,98033.93331295675,0.0,,
full_exit,6026.2998046875,0.32852093868488574,2020-09-14,100013.69898158923,-20.926847958471626,,
long,6105.5,0.32761837353726714,2020-09-15,98013.42500195744,0.0,,
full_exit,5832.5,0.32761837353726714,2020-10-15,99924.25916561355,-89.439815975682,,
short,5581.7998046875,0.3580359835968996,2020-10-29,97925.77398230128,0.0,,
full_exit,5883.2998046875,0.3580359835968996,2020-11-04,100032.20701466802,107.94784905447159,,
long,6841.89990234375,0.2924106123809299,2021-01-06,98031.56287437466,0.0,,
full_exit,6407.5,0.2924106123809299,2021-01-29,99905.18387320547,-127.02314146254503,,
long,6675.5,0.2993189540055591,2021-03-03,97907.08019574136,0.0,,
full_exit,6823.60009765625,0.2993189540055591,2021-04-06,99949.51303952407,44.329166318595526,,
long,6885.2998046875,0.29032726496957656,2021-04-07,97950.52277873359,0.0,,
full_exit,7129.7001953125,0.29032726496957656,2021-05-07,100020.46913649172,70.95609696765314,,
long,6948.0,0.28791154040440914,2021-05-11,98020.05975376189,0.0,,
full_exit,7088.2001953125,0.28791154040440914,2021-06-10,100060.83439068914,40.3652541974152,,
long,7134.10009765625,0.28051424292059457,2021-06-11,98059.61770287536,0.0,,
full_exit,7125.39990234375,0.28051424292059457,2021-07-12,100058.39386198779,-2.4405287013505585,,
long,7124.7001953125,0.2808774857019765,2021-07-13,98057.22598474803,0.0,,
full_exit,7193.2001953125,0.2808774857019765,2021-08-12,100077.63396975838,19.2401077705872,,
long,7058.89990234375,0.28355022837632204,2021-08-19,98076.0812903632,0.0,,
full_exit,6903.89990234375,0.28355022837632204,2021-09-20,100033.68368436005,-43.95028539832856,,
long,7146.89990234375,0.27993587443852425,2021-10-11,98033.01001067285,0.0,,
full_exit,7340.2001953125,0.27993587443852425,2021-11-10,100087.79537090148,54.11168654143694,,
long,7384.2001953125,0.2710863539004193,2021-11-11,98086.03946348345,0.0,,
full_exit,7231.39990234375,0.2710863539004193,2021-12-13,100046.37329660567,-41.42207429581322,,
long,7554.2998046875,0.2648726576473074,2022-01-27,98045.44583067356,0.0,,
full_exit,7458.2998046875,0.2648726576473074,2022-02-28,100020.94552147153,-25.427775134143303,,
short,6964.10009765625,0.28724729432057794,2022-03-08,98020.52661104209,0.0,,
full_exit,7385.2998046875,0.28724729432057794,2022-03-17,100141.93399768487,120.98847621334426,,
long,7580.7998046875,0.264198861802849,2022-04-13,98139.09531773117,0.0,,
full_exit,7418.2001953125,0.264198861802849,2022-05-13,100098.97536595841,-42.958631726462045,,
long,7513.39990234375,0.26645453900233174,2022-05-23,98096.99585863925,0.0,,
full_exit,7045.0,0.26645453900233174,2022-06-16,99974.16808591067,-124.80728004773846,,
short,7016.2998046875,0.2849768991317025,2022-06-17,97974.68472419246,0.0,,
full_exit,7223.2001953125,0.2849768991317025,2022-07-18,100033.12991766012,58.96183174944599,,
long,7488.10009765625,0.2671789335427558,2022-08-23,98032.46731930692,0.0,,
full_exit,7159.5,0.2671789335427558,2022-09-22,99945.33489400627,-87.79502365384542,,
short,6984.60009765625,0.28618770866364673,2022-09-27,97946.42819612614,0.0,,
full_exit,7073.7001953125,0.28618770866364673,2022-10-27,99970.83424679622,25.499352789949626,,
long,7585.2001953125,0.2635944514914087,2023-01-04,97971.41756186029,0.0,,
full_exit,7901.7998046875,0.2635944514914087,2023-02-03,100054.28814717181,83.45390037559264,,
long,7836.7001953125,0.25534800529186763,2023-02-06,98053.20238422838,0.0,,
full_exit,7929.89990234375,0.25534800529186763,2023-03-08,100078.08650645603,23.79835928422108,,
long,7880.0,0.2540052957016651,2023-03-09,98076.52477632691,0.0,,
full_exit,7344.5,0.2540052957016651,2023-03-15,99942.06667060779,-136.01983584824484,,
short,7410.0,0.2697491678019104,2023-03-16,97943.22533719563,0.0,,
full_exit,7785.7001953125,0.2697491678019104,2023-04-11,100043.41148563634,101.34481502855488,,
short,7446.10009765625,0.26871358207265095,2023-05-31,98042.54325592362,0.0,,
full_exit,7531.5,0.26871358207265095,2023-06-30,100066.35959930379,22.948113667443977,,
short,7280.5,0.2748887015982523,2023-07-06,98065.03240731772,0.0,,
full_exit,7646.10009765625,0.2748887015982523,2023-07-20,100166.85893545272,100.49933614893234,,
short,7262.39990234375,0.27585057359104254,2023-08-18,98163.52175674366,0.0,,
full_exit,7673.10009765625,0.27585057359104254,2023-09-14,100280.15081990362,113.29188445089676,,
short,7510.7001953125,0.26703276182556035,2023-10-02,98274.54780350554,0.0,,
full_exit,7342.39990234375,0.26703276182556035,2023-11-01,100235.20912785611,-44.94169204750506,,
short,7446.5,0.26921428624952964,2023-11-02,98230.50494529899,0.0,,
full_exit,7513.0,0.26921428624952964,2023-12-04,100253.1118778917,17.902750035587815,,
long,7515.39990234375,0.2667938185075868,2023-12-06,98248.04964033386,0.0,,
full_exit,7689.60009765625,0.2667938185075868,2024-01-05,100299.58741318388,46.47553529217839,,
short,7487.7001953125,0.2679049235330605,2024-01-22,98293.5956649202,0.0,,
full_exit,7662.5,0.2679049235330605,2024-02-21,100346.41714149227,46.829728308395715,,
