type,price,quantity,date,balance,profit,Metric,Value
long,23.30266761779785,85.82708352551286,2018-08-02,98000.0,0.0,,
full_exit,20.36666679382324,85.82708352551286,2018-08-17,99748.01161204976,-251.98838795024494,,
short,20.562667846679688,97.01855066258472,2018-08-20,97753.05137980876,0.0,,
partial_exit,17.549333572387695,48.50927533129236,2018-09-07,98604.3568339524,0.0,,
partial_exit,19.03333282470703,24.25463766564618,2018-09-10,99066.00342518532,0.0,,
full_exit,18.62933349609375,24.25463766564618,2018-09-11,99517.85115908556,-230.1604529641918,,
short,17.25200080871582,115.36963423837601,2018-10-12,97527.49413590385,0.0,,
full_exit,18.439332962036133,115.36963423837601,2018-10-16,99654.83323533359,136.98207624802308,,
short,18.118667602539062,110.00238585023597,2018-10-17,97661.73657062692,0.0,,
full_exit,19.60933303833008,110.00238585023597,2018-10-23,99818.80998977508,163.97675444149354,,
long,22.54599952697754,88.5468039421684,2018-11-21,97822.43378997958,0.0,,
partial_exit,25.11933326721191,44.2734019710842,2018-12-13,98934.55212896448,0.0,,
full_exit,24.38066673278809,44.2734019710842,2018-12-14,100013.96718754825,195.15719777316554,,
short,19.172666549682617,104.32974143516189,2019-01-23,98013.68784379728,0.0,,
full_exit,20.584667205810547,104.32974143516189,2019-01-30,100161.28085090834,147.31366336009523,,
long,21.32533264160156,93.93643000486027,2019-02-28,98158.05523389018,0.0,,
full_exit,19.652666091918945,93.93643000486027,2019-03-01,100004.1565266426,-157.1243242657365,,
short,18.89066696166992,105.87678744170961,2019-03-12,98004.07339610976,0.0,,
full_exit,18.224000930786133,105.87678744170961,2019-04-16,99933.57206899612,-70.58445764648786,,
short,15.675999641418455,127.49881902900266,2019-04-26,97934.9006276162,0.0,,
full_exit,17.00200080871582,127.49881902900266,2019-05-03,100102.6356518576,169.06358286149043,,
short,14.0686674118042,142.30578166609772,2019-05-17,98100.58293882046,0.0,,
partial_exit,12.579999923706056,71.15289083304886,2019-05-28,98995.68630007168,0.0,,
partial_exit,12.657333374023438,35.57644541652443,2019-05-29,99445.98922997138,0.0,,
full_exit,12.54800033569336,35.57644541652443,2019-05-30,99892.40247900071,-210.233172856897,,
short,12.343999862670898,161.84770510421373,2019-05-31,97894.55442942069,0.0,,
full_exit,13.105999946594238,161.84770510421373,2019-06-05,100015.73044387292,123.32796487220912,,
short,13.729999542236328,145.68934272168585,2019-06-06,98015.41583499547,0.0,,
full_exit,14.473333358764648,145.68934272168585,2019-06-11,100124.02625902573,108.29581515281461,,
short,13.95066738128662,143.5401239561224,2019-06-12,98121.54573384523,0.0,,
full_exit,15.001999855041504,143.5401239561224,2019-06-17,100274.9346526276,150.90839360187238,,
short,14.790666580200195,135.59217782227955,2019-06-21,98269.43595957506,0.0,,
full_exit,15.65999984741211,135.59217782227955,2019-07-03,100392.80944358223,117.87479095462186,,
short,14.37600040435791,139.66723235921637,2019-08-15,98384.95325471058,0.0,,
full_exit,15.121999740600586,139.66723235921637,2019-08-19,100497.00110621705,104.19166263482475,,
short,14.880666732788086,135.0705622413837,2019-09-24,98487.06108409271,0.0,,
full_exit,16.17066764831543,135.0705622413837,2019-09-26,100671.24225516923,174.24114895217645,,
long,16.142000198364258,124.73205429073245,2019-09-27,98657.81741006585,0.0,,
partial_exit,19.978666305541992,62.366027145366225,2019-10-24,99903.80745520549,0.0,,
full_exit,21.847333908081055,62.366027145366225,2019-10-28,101266.33887477075,595.0966196015215,,
short,29.67133331298828,68.25870466053009,2020-03-16,99241.01209727534,0.0,,
partial_exit,24.08133316040039,34.12935233026504,2020-03-18,100062.89240128914,0.0,,
partial_exit,28.50933265686035,17.06467616513252,2020-03-19,100549.3949307625,0.0,,
full_exit,28.50200080871582,17.06467616513252,2020-03-20,101035.77234462158,-230.5665301491681,,
short,28.952667236328125,69.7937578737808,2020-03-23,99015.05689772916,0.0,,
full_exit,33.66666793823242,69.7937578737808,2020-03-24,101364.78016822712,329.0078236055415,,
short,34.29066848754883,59.12091227094821,2020-03-27,99337.48456486258,0.0,,
partial_exit,30.29800033569336,29.560456135474105,2020-04-02,100233.10727477842,0.0,,
partial_exit,32.000667572021484,14.780228067737053,2020-04-03,100706.08443981274,0.0,,
full_exit,34.41600036621094,14.780228067737053,2020-04-06,101214.76077440465,-150.01939382246928,,
long,54.62799835205078,37.05600198715865,2020-05-08,99190.46555891656,0.0,,
partial_exit,63.327999114990234,18.528000993579326,2020-06-08,100363.8067894405,0.0,,
full_exit,62.711334228515625,18.528000993579326,2020-06-09,101525.72245233512,310.96167793046334,,
long,108.06666564941406,18.789461457375054,2020-08-13,99495.20800328841,0.0,,
partial_exit,122.3759994506836,9.394730728687527,2020-08-17,100644.89756578159,0.0,,
full_exit,125.80599975585938,9.394730728687527,2020-08-18,101826.81105754121,301.08860520609596,,
long,143.00332641601562,14.241180762650727,2020-09-30,99790.2748363904,0.0,,
full_exit,135.33999633789062,14.241180762650727,2020-10-28,101717.67618865479,-109.13486888642365,,
long,283.3299865722656,7.180156073082005,2021-02-04,99683.32266488169,0.0,,
full_exit,268.2733459472656,7.180156073082005,2021-02-10,101609.56715903098,-108.10902962381078,,
short,207.14666748046875,9.81039843845052,2021-03-04,99577.37581585036,0.0,,
full_exit,224.52667236328125,9.81039843845052,2021-03-09,101780.07193179359,170.5047727626079,,
long,230.3500061035156,8.83699320468481,2021-04-05,99744.47049315771,0.0,,
partial_exit,254.1066741943359,4.418496602342405,2021-04-13,100867.23996971792,0.0,,
full_exit,244.07666015625,4.418496602342405,2021-04-14,101945.6918633294,165.61993153580988,,
