type,price,quantity,date,balance,profit,Metric,Value
long,47.560001373291016,42.05214344512551,2018-06-01,98000.0,0.0,,
full_exit,46.79499816894531,42.05214344512551,2018-07-02,99967.82997551488,-32.17002448512358,,
long,47.64500045776367,41.96361801450053,2018-07-09,97968.47337600458,0.0,,
partial_exit,52.4375,20.981809007250266,2018-08-14,99068.70698582227,0.0,,
full_exit,52.560001373291016,20.981809007250266,2018-08-15,100171.51089605747,203.68092054259614,,
long,56.717498779296875,35.32296488808574,2018-10-09,98168.08067813632,0.0,,
full_exit,53.61249923706055,35.32296488808574,2018-10-11,100061.83310624953,-109.67778980794537,,
long,55.682498931884766,35.94013739528934,2018-10-23,98060.59644412453,0.0,,
full_exit,51.869998931884766,35.94013739528934,2018-11-02,99924.81133242998,-137.0217738195497,,
long,52.48749923706055,38.075660980195735,2018-11-07,97926.31510578138,0.0,,
full_exit,48.54249954223633,38.075660980195735,2018-11-12,99774.60286148288,-150.2084709470946,,
short,48.057498931884766,41.523011009332954,2018-11-13,97779.11080425323,0.0,,
partial_exit,43.0724983215332,20.761505504666477,2018-11-23,98673.36071525548,0.0,,
partial_exit,43.654998779296875,10.380752752333239,2018-11-26,99126.53246398676,0.0,,
full_exit,43.560001373291016,10.380752752333239,2018-11-27,99578.71806813419,-195.8847933486977,,
short,42.73749923706055,46.60016137855011,2018-12-13,97587.1437067715,0.0,,
partial_exit,37.682498931884766,23.300080689275056,2018-12-21,98465.14897245794,0.0,,
partial_exit,36.70750045776367,11.650040344637528,2018-12-24,98892.7928337417,0.0,,
full_exit,39.29249954223633,11.650040344637528,2018-12-26,99350.5520386504,-228.1660294837784,,
short,39.037498474121094,50.90006067090201,2018-12-27,97363.5409978774,0.0,,
full_exit,39.07500076293945,50.90006067090201,2019-01-28,99352.46090742656,1.9088687761541223,,
long,44.724998474121094,44.428156197663895,2019-03-11,97365.41168927803,0.0,,
partial_exit,49.25,22.214078098831948,2019-04-05,98459.4550356455,0.0,,
full_exit,50.025001525878906,22.214078098831948,2019-04-08,99570.71432643555,218.25341900899366,,
long,49.29499816894531,40.397897565665296,2019-05-10,97579.30003990684,0.0,,
full_exit,46.43000030517578,40.397897565665296,2019-05-13,99454.97443620914,-115.73989022641035,,
short,44.557498931884766,44.64118355846067,2019-05-28,97465.87494748496,0.0,,
full_exit,47.537498474121094,44.64118355846067,2019-06-07,99588.00514277825,133.0307065691013,,
long,50.310001373291016,39.5897445535147,2019-07-09,97596.24503992268,0.0,,
full_exit,50.85749816894531,39.5897445535147,2019-08-08,99609.68040106207,21.675258283823496,,
long,52.24250030517578,38.13358082755986,2019-08-13,97617.48679304082,0.0,,
full_exit,54.6875,38.13358082755986,2019-09-13,99702.916994548,93.23659348592628,,
long,56.752498626708984,35.136044899219854,2019-10-04,97708.85865465703,0.0,,
partial_exit,63.95500183105469,17.568022449609927,2019-11-01,98832.42156258984,0.0,,
full_exit,64.375,17.568022449609927,2019-11-04,99963.36300778348,260.44601323548704,,
long,65.43499755859375,30.553485668971355,2019-12-04,97964.09574762781,0.0,,
partial_exit,72.47750091552734,15.276742834485677,2019-12-26,99071.31589040052,0.0,,
full_exit,72.44999694824219,15.276742834485677,2019-12-27,100178.11586213809,214.75285435460682,,
long,79.7125015258789,25.134856878030597,2020-02-04,98174.55354489533,0.0,,
full_exit,74.54499816894531,25.134856878030597,2020-02-24,100048.23140484482,-129.88445729327213,,
short,68.37999725341797,29.26242627184192,2020-02-27,98047.26677674791,0.0,,
full_exit,74.70249938964844,29.26242627184192,2020-03-02,100233.24315745982,185.01175261499884,,
short,62.057498931884766,32.303346052497965,2020-03-12,98228.57829431062,0.0,,
full_exit,69.49250030517578,32.303346052497965,2020-03-13,100473.41857972203,240.1754222622112,,
short,63.21500015258789,31.787840967238804,2020-03-17,98463.95020812759,0.0,,
partial_exit,56.092498779296875,15.893920483619402,2020-03-23,99355.47992345325,0.0,,
partial_exit,61.720001220703125,7.946960241809701,2020-03-24,99845.96631927862,0.0,,
full_exit,61.380001068115234,7.946960241809701,2020-03-25,100333.75074740917,-139.66783231285808,,
short,61.935001373291016,32.399692749721105,2020-03-27,98327.07573246099,0.0,,
full_exit,65.61750030517578,32.399692749721105,2020-04-06,100453.06258135341,119.31183394424443,,
short,68.75749969482422,29.21952166009757,2020-04-23,98444.00132972635,0.0,,
full_exit,73.44999694824219,29.21952166009757,2020-04-30,100590.17510648961,137.11252513619547,,
long,96.19000244140624,20.914891891756366,2020-07-30,98578.37160435981,0.0,,
partial_exit,106.26000213623048,10.457445945878183,2020-07-31,99689.57983290835,0.0,,
full_exit,108.9375,10.457445945878183,2020-08-03,100828.78785063745,238.61274414784566,,
long,116.79000091552734,17.266681575516998,2020-10-01,98812.21209362471,0.0,,
full_exit,108.86000061035156,17.266681575516998,2020-10-30,100691.86306047424,-136.92479016321886,,
long,116.31999969482422,17.312906348804717,2020-11-09,98678.02579926475,0.0,,
full_exit,121.77999877929688,17.312906348804717,2020-12-09,100786.39151328827,94.52845281403279,,
long,130.88999938964844,15.400166855109491,2021-01-13,98770.6636830225,0.0,,
full_exit,135.3699951171875,15.400166855109491,2021-02-12,100855.38419500255,68.99268171428412,,
short,121.26000213623048,16.634567444868722,2021-02-26,98838.27651110251,0.0,,
full_exit,127.79000091552734,16.634567444868722,2021-03-01,100964.00790011168,108.62370510913024,,
short,125.12000274658205,16.138747711603575,2021-03-02,98944.72774210945,0.0,,
full_exit,123.0,16.138747711603575,2021-04-01,100929.79371063669,-34.21418947499478,,
