date,balance,Type,type,price,quantity,date,Type,Metric,Value,Type,Date,Date,Open,High,Low,Close,Adj Close,Volume,bb_upper,bb_lower,kc_upper,kc_lower,chaikin,sma_100,signal_long,signal_short,buy_signal,sell_signal,Type
2020-02-21,85940.04296130069,Performance,sell,120.06300354003906,14.392266985134777,2020-01-31,Trade History,,,,,2020-02-21,120.78900146484376,121.34500122070312,120.37999725341795,120.77999877929688,120.77999877929688,0.0,121.19775536154803,118.70094458962383,122.00797842049381,118.20833721525368,0.0,,0.0,0.0,,,Data with Signals
2020-02-24,87737.54178999214,Performance,buy,120.1750030517578,14.318689209731277,2020-02-03,Trade History,,,,,2020-02-24,120.9020004272461,121.0540008544922,119.9469985961914,120.91000366210938,120.91000366210938,0.0,121.31411562680213,118.68058499575645,122.11426696889545,118.25478120861122,0.0,,0.0,0.0,,,Data with Signals
2020-02-25,87714.05968918407,Performance,sell,120.1750030517578,14.445655598048228,2020-02-03,Trade History,,,,,2020-02-25,120.2750015258789,120.5189971923828,119.4250030517578,120.26699829101562,120.26699829101562,0.0,121.33165453009879,118.68764554924691,122.22119387773577,118.16356367163038,0.0,,0.0,0.0,,,Data with Signals
2020-02-26,85959.77849540039,Performance,sell,120.1750030517578,14.238834986425154,2020-02-03,Trade History,,,,,2020-02-26,119.9729995727539,120.5199966430664,119.75399780273438,119.97000122070312,119.97000122070312,0.0,121.30971049208718,118.67788945298118,122.15269911808163,118.18970080195503,0.0,,0.0,0.0,,,Data with Signals
2020-02-27,85976.43886392286,Performance,buy,120.1510009765625,14.608923019293329,2020-02-04,Trade History,,,,,2020-02-27,120.12899780273438,120.96199798583984,119.9499969482422,120.13300323486328,120.13300323486328,0.0,121.31597269659751,118.68152791375404,122.15310923160324,118.18201512173722,0.0,,0.0,0.0,,,Data with Signals
2020-02-28,86033.94143674224,Performance,sell,120.1510009765625,14.166974576833042,2020-02-04,Trade History,,,,,2020-02-28,120.56600189208984,120.58100128173828,118.41699981689452,120.58899688720705,120.58899688720705,0.0,121.36712323742398,118.68297670764437,122.4163369063929,117.99906072514506,0.0,,0.0,0.0,,,Data with Signals
2020-03-02,87763.76055486505,Performance,buy,120.88200378417967,14.511793799635772,2020-02-05,Trade History,,,,,2020-03-02,119.08599853515624,120.61499786376952,118.87100219726562,119.01100158691406,119.01100158691406,0.0,121.37708863607112,118.55661116251285,122.42420890768136,117.76324639455089,0.0,,0.0,0.0,,,Data with Signals
2020-03-03,87735.71347385553,Performance,buy,120.79299926757812,14.232036866098246,2020-02-06,Trade History,,,,,2020-03-03,120.8489990234375,120.8489990234375,119.552001953125,120.89099884033205,120.89099884033205,0.0,121.46922525819623,118.5384743267647,122.62828365108113,117.71103283004938,0.0,,0.0,0.0,,,Data with Signals
2020-03-04,85980.99920437842,Performance,sell,120.79299926757812,14.375932856719333,2020-02-06,Trade History,,,,,2020-03-04,119.66799926757812,120.12100219726562,119.08599853515624,119.64299774169922,119.64299774169922,0.0,121.35745091989612,118.52634806081677,122.68778028926873,117.5512199063635,0.0,,0.0,0.0,,,Data with Signals
2020-03-05,85966.40519717085,Performance,buy,120.73999786376952,14.241163506136758,2020-02-07,Trade History,,,,,2020-03-05,119.91500091552734,119.91500091552734,119.18000030517578,119.94100189208984,119.94100189208984,0.0,121.26005413631736,118.5385451068467,122.5661824629377,117.63881807446096,0.0,,0.0,0.0,,,Data with Signals
2020-03-06,85986.93112629406,Performance,sell,120.73999786376952,14.646415659612071,2020-02-07,Trade History,,,,,2020-03-06,119.26499938964844,119.39800262451172,118.7249984741211,119.24600219726562,119.24600219726562,0.0,121.15626699520617,118.4929326813075,122.48159451724871,117.56026353035307,0.0,,0.0,0.0,,,Data with Signals
2020-03-09,87684.86709259862,Performance,buy,120.0459976196289,14.331645271863094,2020-02-10,Trade History,,,,,2020-03-09,118.37799835205078,118.53399658203124,116.13600158691406,118.33200073242188,118.33200073242188,0.0,121.21528970743168,118.26251028036128,122.67877617780836,117.04138124286409,0.0,,0.0,0.0,,,Data with Signals
2020-03-10,87612.92828013109,Performance,sell,120.0459976196289,14.601103909516224,2020-02-10,Trade History,,,,,2020-03-10,117.50800323486328,119.29499816894533,117.28900146484376,117.51699829101562,117.51699829101562,0.0,121.39197083548176,117.86122893258464,122.56927289413315,116.70458349428776,0.0,,0.0,0.0,,,Data with Signals
2020-03-11,85860.66971452847,Performance,sell,120.0459976196289,14.330817253934029,2020-02-10,Trade History,,,,,2020-03-11,118.8769989013672,119.19400024414062,118.0250015258789,118.83000183105467,118.83000183105467,0.0,121.36406696372767,117.77913295692663,122.532580783959,116.58757534481317,0.0,,0.0,0.0,,,Data with Signals
2020-03-12,85845.65763593819,Performance,buy,119.76300048828124,14.658206129878709,2020-02-11,Trade History,,,,,2020-03-12,117.8249969482422,118.01799774169922,116.3030014038086,117.73300170898438,117.73300170898438,0.0,121.44910103136462,117.52139915174084,122.55681142962734,116.21533015525878,0.0,,0.0,0.0,,,Data with Signals
2020-03-13,85827.29209470659,Performance,sell,119.76300048828124,14.339242314150797,2020-02-11,Trade History,,,,,2020-03-13,117.0749969482422,119.70700073242188,117.0009994506836,116.98400115966795,116.98400115966795,0.0,121.62518787232892,117.14471264036638,122.5414964099623,115.77310810201426,0.0,,0.0,0.0,,,Data with Signals
2020-03-16,87571.88632057226,Performance,buy,119.93000030517578,14.631424515571243,2020-02-12,Trade History,,,,,2020-03-16,118.91600036621094,119.3499984741211,117.1729965209961,119.00257873535156,119.00257873535156,0.0,121.62480848454038,117.1428497491022,122.65512278656188,115.63001057862674,0.0,,0.0,0.0,,,Data with Signals
2020-03-17,87519.29387957115,Performance,buy,119.45999908447266,14.395210320312003,2020-02-13,Trade History,,,,,2020-03-17,118.61699676513672,119.5979995727539,117.3560028076172,118.49199676513672,118.49199676513672,0.0,121.62720677827114,117.08775141264682,122.68568159692838,115.4755336887445,0.0,,0.0,0.0,,,Data with Signals
2020-03-18,85768.90800197973,Performance,sell,119.45999908447266,14.318689209731277,2020-02-13,Trade History,,,,,2020-03-18,118.23999786376952,118.39900207519533,117.3730010986328,118.25399780273438,118.25399780273438,0.0,121.63852026993551,117.03603798812112,122.47675850538684,115.52700728693327,0.0,,0.0,0.0,,,Data with Signals
2020-03-19,85779.6048814244,Performance,buy,118.98999786376952,14.450533812244188,2020-02-14,Trade History,,,,,2020-03-19,118.63999938964844,119.28700256347656,117.72599792480467,118.76799774169922,118.76799774169922,0.0,121.54143196077268,116.98792594938357,122.42087741144933,115.53833882764015,0.0,,0.0,0.0,,,Data with Signals
2020-03-20,85833.73742351682,Performance,sell,118.98999786376952,14.608923019293329,2020-02-14,Trade History,,,,,2020-03-20,118.59400177001952,119.2750015258789,117.8489990234375,118.59100341796876,118.59100341796876,0.0,121.33862474300835,116.97183363101507,122.32774703158287,115.55744926434926,0.0,,0.0,0.0,,,Data with Signals
2020-03-23,87592.11360796995,Performance,buy,119.0250015258789,14.449450955927922,2020-02-17,Trade History,,,,,2020-03-23,117.9729995727539,119.8270034790039,117.73899841308594,118.10900115966795,118.10900115966795,0.0,121.08685276426368,116.94350535951563,122.32367696109915,115.40273895610952,0.0,,0.0,0.0,,,Data with Signals
2020-03-24,87580.22374459762,Performance,sell,119.0250015258789,14.511793799635772,2020-02-17,Trade History,,,,,2020-03-24,119.3280029296875,120.4810028076172,118.84700012207033,119.29199981689452,119.29199981689452,0.0,120.96248559491549,116.9703726814517,122.48675564221286,115.32133491467015,0.0,,0.0,0.0,,,Data with Signals
2020-03-25,85828.61926970567,Performance,sell,119.0250015258789,14.241163506136758,2020-02-17,Trade History,,,,,2020-03-25,120.0009994506836,120.88099670410156,119.52799987792967,120.03600311279295,120.03600311279295,0.0,120.97261817839474,116.96684028718143,122.55601671316468,115.46768485978525,0.0,,0.0,0.0,,,Data with Signals
2020-03-26,85853.39442095214,Performance,buy,119.0189971923828,14.736264468307887,2020-02-18,Trade History,,,,,2020-03-26,120.6719970703125,121.06199645996094,119.95600128173828,120.72200012207033,120.72200012207033,0.0,121.0852146301068,116.91314352419008,122.59201421462667,115.75743008891284,0.0,,0.0,0.0,,,Data with Signals
2020-03-27,85917.94718787032,Performance,sell,119.0189971923828,14.232036866098246,2020-02-18,Trade History,,,,,2020-03-27,120.53700256347656,120.68900299072266,118.802001953125,120.53399658203124,120.53399658203124,0.0,121.07420260554007,116.91865551823922,122.76172647227382,115.84662724655358,0.0,,0.0,0.0,,,Data with Signals
2020-03-30,87700.9934650464,Performance,buy,118.65799713134766,14.770982221857148,2020-02-19,Trade History,,,,,2020-03-30,119.61199951171876,119.83300018310548,118.80599975585938,119.63099670410156,119.63099670410156,0.0,121.12356614770898,116.93129148778907,122.79270398505206,115.87790113276351,0.0,,0.0,0.0,,,Data with Signals
2020-03-31,87667.86907493579,Performance,buy,120.22000122070312,14.287483325115378,2020-02-20,Trade History,,,,,2020-03-31,119.14900207519533,119.6750030517578,118.27200317382812,119.1500015258789,119.1500015258789,0.0,120.85660105749952,117.02415684655321,122.71301801330789,115.92229166964505,0.0,,0.0,0.0,,,Data with Signals
2020-04-01,85914.51169343707,Performance,sell,120.22000122070312,14.331645271863094,2020-02-20,Trade History,,,,,2020-04-01,118.48500061035156,118.86000061035156,116.96299743652344,118.54399871826172,118.54399871826172,0.0,120.78082288978426,116.99003511192471,122.7325407641331,115.7554058477313,0.0,,0.0,0.0,,,Data with Signals
2020-04-02,85903.8992025873,Performance,buy,120.77999877929688,14.22211842302508,2020-02-21,Trade History,,,,,2020-04-02,117.4729995727539,117.6969985961914,116.36199951171876,117.48999786376952,117.48999786376952,0.0,120.68616831811501,116.83958928076196,122.64886986058285,115.50498619086962,0.0,,0.0,0.0,,,Data with Signals
2020-04-03,85906.06065627234,Performance,sell,120.77999877929688,14.658206129878709,2020-02-21,Trade History,,,,,2020-04-03,117.14600372314452,117.33899688720705,116.74600219726562,117.13999938964844,117.13999938964844,0.0,120.69098859476476,116.62416872335048,122.26592899030413,115.518988273324,0.0,,0.0,0.0,,,Data with Signals
2020-04-06,87574.8851795123,Performance,buy,120.91000366210938,14.215538889811889,2020-02-24,Trade History,,,,,2020-04-06,117.44400024414062,118.29499816894533,117.44400024414062,117.447998046875,117.447998046875,0.0,120.7106048390733,116.51615221048725,122.02707819174839,115.48270372236755,0.0,,0.0,0.0,,,Data with Signals
2020-04-07,87499.23604475627,Performance,sell,120.91000366210938,14.631424515571243,2020-02-24,Trade History,,,,,2020-04-07,117.8289031982422,119.02300262451172,117.52200317382812,117.85800170898438,117.85800170898438,0.0,120.69704532278276,116.56381206857468,121.9300241605588,115.40892170630501,0.0,,0.0,0.0,,,Data with Signals
2020-04-08,85749.25132386114,Performance,sell,120.91000366210938,14.450533812244188,2020-02-24,Trade History,,,,,2020-04-08,118.3730010986328,118.66000366210938,117.927001953125,118.36699676513672,118.36699676513672,0.0,120.6748069030443,116.53974998172131,121.74345049492337,115.53788086369374,0.0,,0.0,0.0,,,Data with Signals
2020-04-09,85733.46390114714,Performance,buy,120.26699829101562,14.5904600658095,2020-02-25,Trade History,,,,,2020-04-09,118.26599884033205,118.99400329589844,118.08200073242188,118.2969970703125,118.2969970703125,0.0,120.66965518717167,116.60130123372677,121.58893160943215,115.62693906175714,0.0,,0.0,0.0,,,Data with Signals
2020-04-10,85764.60013473075,Performance,sell,120.26699829101562,14.395210320312003,2020-02-25,Trade History,,,,,2020-04-10,118.56700134277344,118.7232437133789,118.37999725341795,118.59200286865234,118.59200286865234,0.0,120.60450796020115,116.82724863159572,121.38469966137053,115.82813625421069,0.0,,0.0,0.0,,,Data with Signals
2020-04-13,87537.91877498491,Performance,buy,119.97000122070312,14.622665465814354,2020-02-26,Trade History,,,,,2020-04-13,118.427001953125,118.447998046875,117.30699920654295,118.4280014038086,118.4280014038086,0.0,120.57494068112544,116.79935817751715,121.34787195343308,115.83097985662776,0.0,,0.0,0.0,,,Data with Signals
2020-04-14,87506.13807669314,Performance,buy,120.13300323486328,14.310768261964897,2020-02-27,Trade History,,,,,2020-04-14,117.5270004272461,117.93299865722656,117.38800048828124,117.53700256347656,117.53700256347656,0.0,120.59172815504795,116.68707128342862,121.18302742401387,115.79536279717958,0.0,,0.0,0.0,,,Data with Signals
2020-04-15,85756.01531515928,Performance,sell,120.13300323486328,14.449450955927922,2020-02-27,Trade History,,,,,2020-04-15,117.62200164794922,117.74400329589844,116.79499816894533,117.6500015258789,117.6500015258789,0.0,120.60269257801863,116.6157072327724,121.02731164837304,115.79123217573131,0.0,,0.0,0.0,,,Data with Signals
2020-04-16,85757.39242623624,Performance,buy,120.58899688720705,14.259416876042339,2020-02-28,Trade History,,,,,2020-04-16,117.33499908447266,117.49600219726562,116.55999755859376,117.33699798583984,117.33699798583984,0.0,120.60457798288459,116.47072185232048,120.88347300761467,115.73082816387782,0.0,,0.0,0.0,,,Data with Signals
2020-04-17,85783.96361705598,Performance,sell,120.58899688720705,14.736264468307887,2020-02-28,Trade History,,,,,2020-04-17,117.1999969482422,117.20999908447266,116.62799835205078,117.1999969482422,117.1999969482422,0.0,120.61522241574283,116.32097677248959,120.66771331315807,115.73570145119079,0.0,,0.0,0.0,,,Data with Signals
2020-04-20,87489.68082848014,Performance,buy,119.01100158691406,14.458149295367694,2020-03-02,Trade History,,,,,2020-04-20,117.00499725341795,117.26799774169922,116.95999908447266,116.9990005493164,116.9990005493164,0.0,120.64948924821917,116.1757098789781,120.3769785084544,115.79734924011198,0.0,,0.0,0.0,,,Data with Signals
2020-04-21,87435.34439662319,Performance,sell,119.01100158691406,14.770982221857148,2020-03-02,Trade History,,,,,2020-04-21,116.96399688720705,117.125,116.22000122070312,116.9499969482422,116.9499969482422,0.0,120.58066856221745,116.01033027811457,120.22298003210979,115.7347444924488,0.0,,0.0,0.0,,,Data with Signals
2020-04-22,85686.63750869072,Performance,sell,119.01100158691406,14.22211842302508,2020-03-02,Trade History,,,,,2020-04-22,116.9810028076172,117.2030029296875,116.66799926757812,116.93199920654295,116.93199920654295,0.0,120.35199666143575,115.9286017882713,120.01145874626712,115.74686329148454,0.0,,0.0,0.0,,,Data with Signals
2020-04-23,85659.98227281804,Performance,buy,120.89099884033205,14.519486379756012,2020-03-03,Trade History,,,,,2020-04-23,116.51000213623048,116.80899810791016,115.7300033569336,116.4800033569336,116.4800033569336,0.0,119.91060720404958,115.94579156914376,119.90408125197047,115.58773456445886,0.0,,0.0,0.0,,,Data with Signals
2020-04-24,85674.66165205384,Performance,sell,120.89099884033205,14.287483325115378,2020-03-03,Trade History,,,,,2020-04-24,115.99500274658205,116.27799987792967,115.5479965209961,116.0009994506836,116.0009994506836,0.0,119.46485444938389,115.9382446106747,119.70988428726457,115.44956801344455,0.0,,0.0,0.0,,,Data with Signals
2020-04-27,87393.77615551463,Performance,buy,119.64299774169922,14.666251285891507,2020-03-04,Trade History,,,,,2020-04-27,116.30999755859376,116.48699951171876,116.08599853515624,116.31999969482422,116.31999969482422,0.0,119.15982231045516,115.91217704867572,119.47960957580077,115.43989482861687,0.0,,0.0,0.0,,,Data with Signals
2020-04-28,87343.45130998729,Performance,buy,119.94100189208984,14.337215438926377,2020-03-05,Trade History,,,,,2020-04-28,116.11699676513672,116.26399993896484,115.72899627685548,116.13500213623048,116.13500213623048,0.0,118.9400667908675,115.8304326292985,119.27364761355003,115.39352344496697,0.0,,0.0,0.0,,,Data with Signals
2020-04-29,85596.58228378755,Performance,sell,119.94100189208984,14.215538889811889,2020-03-05,Trade History,,,,,2020-04-29,115.62999725341795,115.9020004272461,115.43299865722656,115.63200378417967,115.63200378417967,0.0,118.87638250484264,115.60291742191518,119.06053934008692,115.28252090984363,0.0,,0.0,0.0,,,Data with Signals
2020-04-30,85585.09394032671,Performance,buy,119.24600219726562,14.418329103387268,2020-03-06,Trade History,,,,,2020-04-30,115.94300079345705,117.2509994506836,115.55999755859376,115.95999908447266,115.95999908447266,0.0,118.88664963560372,115.43965041322441,119.08734539042648,115.02494704226739,0.0,,0.0,0.0,,,Data with Signals
2020-05-01,85630.08320408362,Performance,sell,119.24600219726562,14.5904600658095,2020-03-06,Trade History,,,,,2020-05-01,117.44200134277344,117.76200103759766,117.02200317382812,117.41100311279295,117.41100311279295,0.0,118.90351679605368,115.44988362508889,119.27093221219948,114.90895201029363,0.0,,0.0,0.0,,,Data with Signals
2020-05-04,87394.32683217237,Performance,buy,118.33200073242188,14.533166107912251,2020-03-09,Trade History,,,,,2020-05-04,116.96900177001952,116.99099731445312,116.49500274658205,116.97200012207033,116.97200012207033,0.0,118.87722328341276,115.42857734524934,119.2264625590845,114.93095652261314,0.0,,0.0,0.0,,,Data with Signals
