Date,Open,High,Low,Close,Adj Close,Volume
2020-01-01,76.2300033569336,76.74315643310547,75.89517211914062,76.20999908447266,76.20999908447266,0
2020-01-02,76.2969970703125,76.3010025024414,75.67400360107422,76.302001953125,76.302001953125,0
2020-01-03,75.79499816894531,75.79499816894531,74.86100006103516,75.7959976196289,75.7959976196289,0
2020-01-06,75.02400207519531,75.1989974975586,74.85299682617188,74.96499633789062,74.96499633789062,0
2020-01-07,75.20099639892578,75.25599670410156,74.36799621582031,75.19599914550781,75.19599914550781,0
2020-01-08,74.06199645996094,74.96800231933594,73.75,74.08999633789062,74.08999633789062,0
2020-01-09,74.96900177001953,75.18900299072266,74.9520034790039,74.94000244140625,74.94000244140625,0
2020-01-10,75.04199981689453,75.66100311279297,75.02400207519531,75.03900146484375,75.03900146484375,0
2020-01-13,75.55000305175781,75.9990005493164,75.55000305175781,75.59700012207031,75.59700012207031,0
2020-01-14,75.87000274658203,76.06500244140625,75.76000213623047,75.87699890136719,75.87699890136719,0
2020-01-15,75.74600219726562,75.9990005493164,75.58399963378906,75.73999786376953,75.73999786376953,0
2020-01-16,75.89299774169922,76.23600006103516,75.86299896240234,75.89399719238281,75.89399719238281,0
2020-01-17,75.97899627685547,76.16000366210938,75.69000244140625,75.98500061035156,75.98500061035156,0
2020-01-20,75.83699798583984,75.88800048828125,75.5199966430664,75.81999969482422,75.81999969482422,0
2020-01-21,75.75900268554688,75.80999755859375,75.26899719238281,75.75399780273438,75.75399780273438,0
2020-01-22,75.25700378417969,75.3949966430664,75.03099822998047,75.24500274658203,75.24500274658203,0
2020-01-23,75.0739974975586,75.47899627685547,74.66000366210938,75.06999969482422,75.06999969482422,0
2020-01-24,75.0250015258789,75.15599822998047,74.56999969482422,74.92400360107422,74.92400360107422,0
2020-01-27,74.01599884033203,74.3010025024414,73.5199966430664,73.99800109863281,73.99800109863281,0
2020-01-28,73.62999725341797,73.74500274658203,73.30400085449219,73.64399719238281,73.64399719238281,0
2020-01-29,73.81099700927734,74.0,73.46399688720703,73.81199645996094,73.81199645996094,0
2020-01-30,73.58000183105469,73.61599731445312,72.84100341796875,73.56999969482422,73.56999969482422,0
2020-01-31,73.052001953125,73.40499877929688,72.51399993896484,73.02300262451172,73.02300262451172,0
2020-02-03,72.52400207519531,72.90599822998047,72.50399780273438,72.53199768066406,72.53199768066406,0
2020-02-04,72.65614318847656,73.66200256347656,72.51899719238281,72.65899658203125,72.65899658203125,0
