Date,Open,High,Low,Close,Adj Close,Volume
2020-01-02,6684.10009765625,6709.2001953125,6669.2001953125,6690.60009765625,6690.60009765625,304900
2020-01-03,6690.60009765625,6788.2001953125,6690.60009765625,6733.5,6733.5,365200
2020-01-06,6733.10009765625,6738.60009765625,6671.7001953125,6735.7001953125,6735.7001953125,469800
2020-01-07,6735.7001953125,6834.2998046875,6735.7001953125,6826.39990234375,6826.39990234375,447400
2020-01-08,6826.39990234375,6831.7001953125,6749.60009765625,6817.60009765625,6817.60009765625,570700
2020-01-09,6817.60009765625,6889.2001953125,6817.60009765625,6874.2001953125,6874.2001953125,502100
2020-01-10,6874.2001953125,6933.2001953125,6874.2001953125,6929.0,6929.0,516000
2020-01-13,6929.0,6929.0,6880.7001953125,6903.7001953125,6903.7001953125,358100
2020-01-14,6903.7001953125,6962.7998046875,6903.7001953125,6962.2001953125,6962.2001953125,549700
2020-01-15,6965.5,6996.7998046875,6960.39990234375,6994.7998046875,6994.7998046875,573400
2020-01-16,6994.7998046875,7041.7998046875,6994.7998046875,7041.7998046875,7041.7998046875,548200
2020-01-17,7041.7998046875,7088.10009765625,7041.7998046875,7064.10009765625,7064.10009765625,500300
2020-01-20,7064.10009765625,7092.5,7064.10009765625,7079.5,7079.5,423400
2020-01-21,7079.5,7079.5,7040.7001953125,7066.2998046875,7066.2998046875,480900
2020-01-22,7066.2998046875,7144.89990234375,7062.2001953125,7132.7001953125,7132.7001953125,602000
2020-01-23,7132.7001953125,7132.7001953125,7068.7998046875,7088.0,7088.0,539700
2020-01-24,7088.0,7122.7001953125,7085.7001953125,7090.5,7090.5,477600
2020-01-28,6994.5,7030.0,6994.5,7023.5,7023.5,619700
2020-01-29,6994.5,7046.7998046875,6994.5,7031.5,7031.5,590500
2020-01-30,7031.2998046875,7038.2001953125,6993.0,7008.39990234375,7008.39990234375,684400
2020-01-31,7008.39990234375,7046.7001953125,7008.39990234375,7017.2001953125,7017.2001953125,756400
2020-02-03,7017.2001953125,7017.2001953125,6897.0,6923.2998046875,6923.2998046875,617600
2020-02-04,6923.2998046875,6963.2998046875,6915.0,6948.7001953125,6948.7001953125,599400
2020-02-05,6988.60009765625,7009.2998046875,6962.89990234375,6976.10009765625,6976.10009765625,654100
2020-02-06,6987.89990234375,7050.0,6987.89990234375,7049.2001953125,7049.2001953125,687700
2020-02-07,7045.2001953125,7051.60009765625,7002.0,7022.60009765625,7022.60009765625,639800
2020-02-10,7022.60009765625,7024.39990234375,6982.60009765625,7012.5,7012.5,589700
2020-02-11,7017.2001953125,7070.2001953125,7017.2001953125,7055.2998046875,7055.2998046875,618700
2020-02-12,7055.2998046875,7098.60009765625,7055.10009765625,7088.2001953125,7088.2001953125,692700
2020-02-13,7088.2001953125,7145.7998046875,7086.7998046875,7103.2001953125,7103.2001953125,737500
2020-02-14,7103.2001953125,7138.39990234375,7101.10009765625,7130.2001953125,7130.2001953125,691300
2020-02-17,7130.2001953125,7137.39990234375,7104.39990234375,7125.10009765625,7125.10009765625,501900
2020-02-18,7125.10009765625,7125.10009765625,7096.7998046875,7113.7001953125,7113.7001953125,627500
2020-02-19,7113.7998046875,7144.60009765625,7102.89990234375,7144.60009765625,7144.60009765625,866400
2020-02-20,7144.60009765625,7197.2001953125,7144.60009765625,7162.5,7162.5,832800
2020-02-21,7162.5,7162.60009765625,7135.7001953125,7139.0,7139.0,1072700
2020-02-24,7120.89990234375,7120.89990234375,6967.89990234375,6978.2998046875,6978.2998046875,799000
2020-02-25,6978.2998046875,6978.2998046875,6800.0,6866.60009765625,6866.60009765625,1038800
2020-02-26,6866.60009765625,6866.60009765625,6690.10009765625,6708.10009765625,6708.10009765625,1007900
2020-02-27,6709.2998046875,6728.2001953125,6630.5,6657.89990234375,6657.89990234375,1020900
2020-02-28,6657.89990234375,6657.89990234375,6426.7998046875,6441.2001953125,6441.2001953125,1524000
2020-03-02,6438.89990234375,6438.89990234375,6245.2001953125,6391.5,6391.5,1182700
2020-03-03,6391.5,6524.2998046875,6391.5,6435.7001953125,6435.7001953125,1046900
2020-03-04,6435.7001953125,6435.7001953125,6310.2001953125,6325.39990234375,6325.39990234375,1024100
2020-03-05,6325.39990234375,6447.10009765625,6325.39990234375,6395.7001953125,6395.7001953125,989800
2020-03-06,6395.7001953125,6395.7001953125,6216.2001953125,6216.2001953125,6216.2001953125,959400
2020-03-09,6216.2001953125,6216.2001953125,5760.60009765625,5760.60009765625,5760.60009765625,1444300
2020-03-10,5760.60009765625,5939.60009765625,5538.89990234375,5939.60009765625,5939.60009765625,1803100
2020-03-11,5939.60009765625,5972.5,5725.89990234375,5725.89990234375,5725.89990234375,1407500
2020-03-12,5725.89990234375,5725.89990234375,5290.0,5304.60009765625,5304.60009765625,1818300
2020-03-13,5304.60009765625,5539.2998046875,4873.7001953125,5539.2998046875,5539.2998046875,2260700
2020-03-16,5539.2998046875,5539.2998046875,5002.0,5002.0,5002.0,1638500
2020-03-17,5002.0,5303.7001953125,4997.2998046875,5293.39990234375,5293.39990234375,1998200
2020-03-18,5293.39990234375,5293.39990234375,4888.10009765625,4953.2001953125,4953.2001953125,1774000
2020-03-19,4953.2001953125,5102.5,4741.0,4782.89990234375,4782.89990234375,1877500
2020-03-20,4782.89990234375,5016.10009765625,4782.89990234375,4816.60009765625,4816.60009765625,1872000
2020-03-23,4753.89990234375,4761.0,4402.5,4546.0,4546.0,1486000
2020-03-24,4546.0,4735.7001953125,4546.0,4735.7001953125,4735.7001953125,1408000
2020-03-25,4735.7001953125,5024.5,4735.7001953125,4998.10009765625,4998.10009765625,1355600
2020-03-26,4998.10009765625,5174.39990234375,4998.10009765625,5113.2998046875,5113.2998046875,1216700
2020-03-27,5113.2998046875,5236.7001953125,4842.39990234375,4842.39990234375,4842.39990234375,1456800
2020-03-30,4842.39990234375,5181.39990234375,4833.10009765625,5181.39990234375,5181.39990234375,1033800
2020-03-31,5181.39990234375,5366.39990234375,5005.7998046875,5076.7998046875,5076.7998046875,1522500
2020-04-01,5076.7998046875,5272.2998046875,5076.7998046875,5258.60009765625,5258.60009765625,1064600
2020-04-02,5258.60009765625,5258.60009765625,5065.2001953125,5154.2998046875,5154.2998046875,1020200
2020-04-03,5154.2998046875,5246.7998046875,5022.39990234375,5067.5,5067.5,1072000
2020-04-06,5067.5,5302.2001953125,5067.5,5286.7998046875,5286.7998046875,912700
2020-04-07,5306.7998046875,5423.10009765625,5187.0,5252.2998046875,5252.2998046875,1113300
2020-04-08,5252.2998046875,5321.0,5121.89990234375,5206.89990234375,5206.89990234375,1158400
2020-04-09,5206.89990234375,5387.2998046875,5206.89990234375,5387.2998046875,5387.2998046875,914200
2020-04-14,5387.2998046875,5490.7001953125,5360.0,5488.10009765625,5488.10009765625,1159400
2020-04-15,5488.10009765625,5533.0,5416.39990234375,5466.7001953125,5466.7001953125,1015700
2020-04-16,5466.7001953125,5466.7001953125,5345.0,5416.2998046875,5416.2998046875,1115600
2020-04-17,5416.2998046875,5563.60009765625,5416.2998046875,5487.5,5487.5,1125300
2020-04-20,5486.2998046875,5490.60009765625,5353.0,5353.0,5353.0,855400
2020-04-21,5353.0,5353.0,5214.5,5221.2998046875,5221.2998046875,960500
2020-04-22,5221.2998046875,5251.7001953125,5100.7001953125,5221.2001953125,5221.2001953125,996700
2020-04-23,5221.2001953125,5282.60009765625,5181.7001953125,5217.10009765625,5217.10009765625,877000
2020-04-24,5217.10009765625,5263.7998046875,5207.5,5242.60009765625,5242.60009765625,773900
2020-04-27,5242.60009765625,5329.39990234375,5214.7998046875,5321.39990234375,5321.39990234375,691700
2020-04-28,5321.39990234375,5373.7998046875,5272.7998046875,5313.10009765625,5313.10009765625,851800
2020-04-29,5313.10009765625,5393.39990234375,5312.7001953125,5393.39990234375,5393.39990234375,882600
2020-04-30,5393.39990234375,5549.10009765625,5393.39990234375,5522.39990234375,5522.39990234375,1198100
2020-05-01,5522.39990234375,5522.39990234375,5245.89990234375,5245.89990234375,5245.89990234375,1007000
2020-05-04,5245.89990234375,5328.39990234375,5169.60009765625,5319.7998046875,5319.7998046875,853400
2020-05-05,5319.7998046875,5407.10009765625,5319.7998046875,5407.10009765625,5407.10009765625,721900
2020-05-06,5407.10009765625,5408.60009765625,5345.0,5384.60009765625,5384.60009765625,694800
2020-05-07,5384.60009765625,5388.2998046875,5347.2998046875,5364.2001953125,5364.2001953125,780000
2020-05-08,5378.7001953125,5428.0,5378.5,5391.10009765625,5391.10009765625,851300
2020-05-11,5405.89990234375,5489.5,5405.7998046875,5461.2001953125,5461.2001953125,795500
2020-05-12,5461.2001953125,5461.39990234375,5374.0,5403.0,5403.0,866400
2020-05-13,5403.0,5421.89990234375,5301.89990234375,5421.89990234375,5421.89990234375,895400
2020-05-14,5421.7001953125,5421.7001953125,5328.7001953125,5328.7001953125,5328.7001953125,829800
2020-05-15,5328.7001953125,5412.39990234375,5328.7001953125,5404.7998046875,5404.7998046875,750200
2020-05-18,5404.7998046875,5486.2998046875,5404.7998046875,5460.5,5460.5,0
2020-05-19,5460.5,5606.7998046875,5460.5,5559.5,5559.5,922400
2020-05-20,5559.5,5587.10009765625,5507.0,5573.0,5573.0,753200
2020-05-21,5573.0,5610.0,5545.2001953125,5550.39990234375,5550.39990234375,853100
2020-05-22,5550.39990234375,5569.7001953125,5494.7998046875,5497.0,5497.0,759100
2020-05-25,5497.0,5615.60009765625,5497.0,5615.60009765625,5615.60009765625,679200
2020-05-26,5615.60009765625,5780.0,5615.60009765625,5780.0,5780.0,1021600
2020-05-27,5780.0,5835.89990234375,5713.89990234375,5775.0,5775.0,1345200
2020-05-28,5775.0,5922.0,5775.0,5851.10009765625,5851.10009765625,1227600
2020-05-29,5851.10009765625,5851.10009765625,5755.7001953125,5755.7001953125,5755.7001953125,2447600
2020-06-01,5755.7001953125,5819.2001953125,5705.39990234375,5819.2001953125,5819.2001953125,841800
2020-06-02,5819.2001953125,5859.0,5800.0,5835.10009765625,5835.10009765625,957400
2020-06-03,5835.10009765625,5943.7001953125,5835.10009765625,5941.60009765625,5941.60009765625,1032300
2020-06-04,5941.60009765625,6040.2001953125,5941.60009765625,5991.7998046875,5991.7998046875,1328900
2020-06-05,5991.7998046875,6017.7998046875,5963.0,5998.7001953125,5998.7001953125,946400
2020-06-09,5998.7001953125,6198.60009765625,5998.7001953125,6144.89990234375,6144.89990234375,1407600
2020-06-10,6144.89990234375,6182.2998046875,6089.7001953125,6148.39990234375,6148.39990234375,1028500
2020-06-11,6148.39990234375,6148.39990234375,5949.60009765625,5960.60009765625,5960.60009765625,1147700
2020-06-12,5960.60009765625,5960.60009765625,5756.5,5847.7998046875,5847.7998046875,1323700
2020-06-15,5846.7001953125,5857.7001953125,5719.7998046875,5719.7998046875,5719.7998046875,1054600
2020-06-16,5760.2001953125,5975.7998046875,5758.5,5942.2998046875,5942.2998046875,1089000
2020-06-17,5952.10009765625,5991.7998046875,5931.5,5991.7998046875,5991.7998046875,919900
2020-06-18,5986.89990234375,5986.89990234375,5888.7001953125,5936.5,5936.5,1173900
2020-06-19,5942.5,6006.2998046875,5929.89990234375,5942.60009765625,5942.60009765625,1950100
2020-06-22,5942.60009765625,5972.60009765625,5881.10009765625,5944.5,5944.5,761300
2020-06-23,5944.5,5999.2001953125,5882.7998046875,5954.39990234375,5954.39990234375,916300
2020-06-24,5954.39990234375,5992.7998046875,5942.2998046875,5965.7001953125,5965.7001953125,817700
2020-06-25,5965.7001953125,5965.7001953125,5817.7001953125,5817.7001953125,5817.7001953125,883200
2020-06-26,5817.7001953125,5913.60009765625,5817.7001953125,5904.10009765625,5904.10009765625,901300
2020-06-29,5904.10009765625,5904.10009765625,5773.2001953125,5815.0,5815.0,708900
2020-06-30,5815.0,5955.2001953125,5815.0,5897.89990234375,5897.89990234375,1009000
2020-07-01,5897.89990234375,5953.89990234375,5892.7998046875,5934.39990234375,5934.39990234375,729000
2020-07-02,5934.39990234375,6034.89990234375,5934.39990234375,6032.7001953125,6032.7001953125,832700
2020-07-03,6032.7001953125,6101.39990234375,6021.7001953125,6057.89990234375,6057.89990234375,645900
2020-07-06,6057.89990234375,6078.2998046875,6014.60009765625,6014.60009765625,6014.60009765625,568300
2020-07-07,6014.60009765625,6077.2998046875,6004.2001953125,6012.89990234375,6012.89990234375,772700
2020-07-08,6012.89990234375,6018.39990234375,5920.2998046875,5920.2998046875,5920.2998046875,777800
2020-07-09,5920.2998046875,5998.7998046875,5920.2998046875,5955.5,5955.5,681300
